Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Tot_No_Bedrooms,Max_Age,Closest_city
218000.0,5.244,35.0,1493.0,267.0,811.0,272.0,33.8,-117.96,14107.2338381718,1226.0,55.0,LA
188400.0,4.425,33.0,2362.0,394.0,1185.0,387.0,33.8,-117.96,14107.2338381718,1968.0,44.0,LA
218300.0,5.6935,34.0,2584.0,408.0,1233.0,405.0,33.79,-117.95,14229.2914550688,2176.0,51.0,LA
191000.0,3.9536,26.0,4115.0,883.0,2184.0,825.0,33.78,-117.95,13673.0476035037,3232.0,41.0,LA
214500.0,2.0677,29.0,1813.0,501.0,1170.0,482.0,33.79,-117.96,13454.2996138139,1312.0,47.0,LA
229200.0,6.37,35.0,1330.0,201.0,658.0,217.0,33.78,-117.96,12864.4925842889,1129.0,51.0,LA
214300.0,2.8,23.0,2757.0,734.0,1811.0,707.0,33.8,-117.94,15608.5649830002,2023.0,37.0,LA
190600.0,4.4667,34.0,2912.0,520.0,1625.0,501.0,33.79,-117.95,14229.2914550688,2392.0,52.0,LA
214600.0,4.6389,34.0,1654.0,285.0,905.0,292.0,33.8,-117.95,14848.1008631545,1369.0,54.0,LA
215700.0,5.237,32.0,1219.0,192.0,634.0,197.0,33.8,-117.95,14848.1008631545,1027.0,53.0,LA
236500.0,4.7986,24.0,4179.0,784.0,1902.0,733.0,33.79,-117.94,15021.2063756911,3395.0,38.0,LA
231300.0,4.3906,36.0,2169.0,359.0,1018.0,370.0,33.78,-117.93,15329.5465382849,1810.0,52.0,LA
199200.0,4.7731,34.0,2627.0,468.0,1409.0,450.0,33.78,-117.94,14495.4765374024,2159.0,51.0,LA
190800.0,4.0909,36.0,2363.0,403.0,1240.0,391.0,33.79,-117.93,15827.5043795214,1960.0,53.0,LA
193400.0,5.2129,34.0,3592.0,616.0,2138.0,605.0,33.79,-117.93,15827.5043795214,2976.0,50.0,LA
190500.0,4.5739,35.0,1785.0,288.0,1033.0,297.0,33.79,-117.92,16646.0955418246,1497.0,47.0,LA
198700.0,3.1726,29.0,3692.0,969.0,2683.0,881.0,33.79,-117.92,16646.0955418246,2723.0,48.0,LA
184300.0,2.8622,26.0,2737.0,614.0,1877.0,606.0,33.79,-117.92,16646.0955418246,2123.0,38.0,LA
170300.0,4.25,22.0,4417.0,1054.0,2759.0,983.0,33.79,-117.91,17475.2523999579,3363.0,39.0,LA
177900.0,4.0362,33.0,2729.0,549.0,2223.0,535.0,33.78,-117.91,17025.7438427024,2180.0,50.0,LA
182300.0,3.9018,28.0,4380.0,820.0,2187.0,835.0,33.78,-117.93,15329.5465382849,3560.0,43.0,LA
190300.0,3.522,28.0,3614.0,960.0,3282.0,889.0,33.77,-117.92,15765.207397484,2654.0,45.0,LA
184000.0,3.045,26.0,4297.0,1037.0,3596.0,967.0,33.78,-117.91,17025.7438427024,3260.0,41.0,LA
186500.0,3.4837,35.0,1654.0,323.0,1065.0,354.0,33.78,-117.92,16173.4566992696,1331.0,46.0,LA
133800.0,2.9726,9.0,3553.0,1035.0,2017.0,986.0,33.78,-117.95,13673.0476035037,2518.0,25.0,LA
170800.0,4.5052,32.0,714.0,142.0,654.0,154.0,33.77,-117.94,14038.3011089087,572.0,45.0,LA
175900.0,3.2591,33.0,2964.0,747.0,2235.0,718.0,33.77,-117.94,14038.3011089087,2217.0,36.0,LA
171100.0,3.8056,11.0,2880.0,745.0,1806.0,722.0,33.78,-117.94,14495.4765374024,2135.0,31.0,LA
166100.0,3.0125,40.0,299.0,68.0,163.0,70.0,33.78,-117.94,14495.4765374024,231.0,50.0,LA
190700.0,4.5833,36.0,3157.0,582.0,1842.0,561.0,33.77,-117.93,14898.0857046239,2575.0,54.0,LA
236100.0,2.4931,26.0,2136.0,557.0,1528.0,537.0,33.78,-117.96,12864.4925842889,1579.0,40.0,LA
188500.0,3.7303,32.0,2296.0,560.0,1376.0,532.0,33.78,-117.95,13673.0476035037,1736.0,47.0,LA
269300.0,4.875,33.0,1520.0,239.0,658.0,242.0,33.78,-117.96,12864.4925842889,1281.0,45.0,LA
181800.0,4.1917,38.0,1476.0,308.0,1114.0,309.0,33.77,-117.95,13187.288789041,1168.0,53.0,LA
180900.0,3.2632,38.0,989.0,246.0,691.0,204.0,33.77,-117.95,13187.288789041,743.0,50.0,LA
222800.0,4.1321,32.0,4398.0,905.0,2777.0,884.0,33.77,-117.96,12346.8627846802,3493.0,50.0,LA
162200.0,2.9414,20.0,1988.0,424.0,1277.0,425.0,33.77,-117.97,11519.3404012806,1564.0,40.0,LA
350000.0,2.7157,25.0,1295.0,417.0,856.0,342.0,33.77,-117.97,11519.3404012806,878.0,46.0,LA
179600.0,2.6618,22.0,2244.0,575.0,1543.0,533.0,33.77,-117.97,11519.3404012806,1669.0,35.0,LA
160900.0,3.4955,15.0,2081.0,531.0,1617.0,561.0,33.77,-117.99,9915.88686083833,1550.0,30.0,LA
169800.0,3.6333,7.0,2252.0,570.0,1576.0,550.0,33.77,-117.98,10707.713750458,1682.0,27.0,LA
194000.0,3.1771,18.0,1862.0,399.0,1301.0,369.0,33.76,-117.97,11050.5932186104,1463.0,35.0,LA
174200.0,4.0955,22.0,3236.0,673.0,2034.0,662.0,33.77,-117.98,10707.713750458,2563.0,34.0,LA
196900.0,4.32,29.0,1518.0,312.0,1086.0,317.0,33.76,-117.98,10201.6389180807,1206.0,44.0,LA
187500.0,4.7464,28.0,1386.0,272.0,901.0,294.0,33.76,-117.97,11050.5932186104,1114.0,45.0,LA
189500.0,4.2813,24.0,1328.0,290.0,1012.0,306.0,33.76,-117.96,11910.8241367145,1038.0,35.0,LA
193900.0,3.7734,22.0,2520.0,556.0,2126.0,527.0,33.76,-117.96,11910.8241367145,1964.0,37.0,LA
176100.0,2.7986,14.0,2509.0,611.0,1814.0,547.0,33.75,-117.96,11565.6086060054,1898.0,22.0,LA
188000.0,4.1295,29.0,1829.0,366.0,1703.0,343.0,33.76,-117.95,12780.0547661948,1463.0,43.0,LA
184200.0,4.2386,27.0,2512.0,506.0,1861.0,511.0,33.76,-117.94,13656.5667323488,2006.0,47.0,LA
176200.0,3.7232,33.0,1441.0,337.0,1233.0,331.0,33.76,-117.94,13656.5667323488,1104.0,48.0,LA
191400.0,4.3512,24.0,3956.0,812.0,3196.0,795.0,33.76,-117.95,12780.0547661948,3144.0,41.0,LA
186700.0,4.015,30.0,5268.0,1093.0,4480.0,1050.0,33.75,-117.94,13356.743267673,4175.0,42.0,LA
237300.0,4.6167,25.0,1323.0,208.0,852.0,229.0,33.75,-117.96,11565.6086060054,1115.0,37.0,LA
196300.0,2.78,22.0,2300.0,539.0,1625.0,542.0,33.75,-117.96,11565.6086060054,1761.0,37.0,LA
276100.0,6.6355,19.0,1983.0,283.0,1098.0,275.0,33.75,-117.95,12459.0478541426,1700.0,30.0,LA
231400.0,5.1416,24.0,2027.0,358.0,1405.0,341.0,33.75,-117.95,12459.0478541426,1669.0,40.0,LA
183900.0,4.0508,27.0,1712.0,325.0,1036.0,345.0,33.76,-117.97,11050.5932186104,1387.0,41.0,LA
190700.0,3.9107,26.0,3361.0,722.0,2709.0,648.0,33.75,-117.97,10677.4939900084,2639.0,51.0,LA
190400.0,3.75,32.0,1564.0,270.0,973.0,290.0,33.75,-117.97,10677.4939900084,1294.0,49.0,LA
174100.0,4.1577,24.0,3202.0,703.0,3308.0,714.0,33.76,-117.93,14539.0431824923,2499.0,36.0,LA
162800.0,4.2219,24.0,1380.0,339.0,1472.0,304.0,33.75,-117.93,14257.8909404455,1041.0,41.0,LA
141600.0,3.5967,15.0,2448.0,602.0,1666.0,575.0,33.75,-117.93,14257.8909404455,1846.0,31.0,LA
161800.0,3.371,17.0,3341.0,803.0,3381.0,825.0,33.76,-117.93,14539.0431824923,2538.0,29.0,LA
177900.0,4.05,21.0,2884.0,662.0,2613.0,645.0,33.76,-117.93,14539.0431824923,2222.0,33.0,LA
137500.0,3.3629,8.0,2325.0,598.0,1511.0,565.0,33.75,-117.92,14797.6378941317,1727.0,25.0,LA
147500.0,4.0313,19.0,1920.0,471.0,1413.0,432.0,33.75,-117.92,14797.6378941317,1449.0,35.0,LA
194800.0,4.4732,29.0,2577.0,445.0,1849.0,470.0,33.77,-117.89,17679.840328386,2132.0,39.0,LA
182300.0,3.9613,35.0,2002.0,378.0,1726.0,387.0,33.77,-117.9,17401.2437177239,1624.0,50.0,LA
190400.0,3.0902,26.0,5556.0,1398.0,4545.0,1333.0,33.77,-117.91,16638.5190940884,4158.0,37.0,LA
167400.0,3.8506,22.0,7531.0,1569.0,5254.0,1523.0,33.76,-117.91,16087.1097160605,5962.0,32.0,LA
174300.0,2.8438,26.0,784.0,177.0,662.0,169.0,33.76,-117.92,15426.4605413925,607.0,46.0,LA
215100.0,2.8594,20.0,4413.0,1189.0,4818.0,1063.0,33.76,-117.91,16087.1097160605,3224.0,32.0,LA
156300.0,2.6442,23.0,893.0,223.0,1149.0,216.0,33.75,-117.92,14797.6378941317,670.0,34.0,LA
142800.0,3.0625,32.0,790.0,199.0,1196.0,201.0,33.75,-117.92,14797.6378941317,591.0,45.0,LA
160000.0,3.0635,8.0,2346.0,679.0,3842.0,674.0,33.75,-117.91,15010.7114511538,1667.0,25.0,LA
142600.0,3.9219,15.0,1206.0,282.0,677.0,270.0,33.74,-117.93,13539.898317677,924.0,30.0,LA
153000.0,3.1403,30.0,1654.0,434.0,1843.0,467.0,33.74,-117.93,13539.898317677,1220.0,50.0,LA
87500.0,3.3017,5.0,639.0,197.0,666.0,197.0,33.74,-117.93,13539.898317677,442.0,19.0,LA
186500.0,3.1773,13.0,4620.0,1265.0,3385.0,1109.0,33.74,-117.92,13710.1629730115,3355.0,31.0,LA
159700.0,2.1838,18.0,1639.0,491.0,2513.0,458.0,33.74,-117.92,13710.1629730115,1148.0,29.0,LA
162500.0,3.3846,15.0,715.0,214.0,1394.0,244.0,33.74,-117.91,13939.8952491326,501.0,33.0,LA
189300.0,4.3882,24.0,5321.0,1063.0,4011.0,1047.0,33.74,-117.92,13710.1629730115,4258.0,38.0,LA
179500.0,3.9816,27.0,3662.0,834.0,3009.0,743.0,33.73,-117.93,12441.8507407352,2828.0,40.0,LA
207200.0,4.2222,24.0,4248.0,840.0,3118.0,798.0,33.74,-117.94,13144.4370527869,3408.0,45.0,LA
211400.0,5.2563,24.0,4197.0,718.0,2468.0,714.0,33.73,-117.94,12323.6348231666,3479.0,32.0,LA
201200.0,3.7162,16.0,2768.0,600.0,1182.0,563.0,33.74,-117.95,12231.0590882471,2168.0,27.0,LA
225200.0,5.4485,25.0,1393.0,243.0,976.0,245.0,33.74,-117.95,12231.0590882471,1150.0,39.0,LA
271900.0,5.9838,21.0,3576.0,554.0,1846.0,538.0,33.74,-117.95,12231.0590882471,3022.0,36.0,LA
160500.0,4.1603,17.0,1989.0,411.0,1401.0,453.0,33.7,-117.98,9302.55927244998,1578.0,33.0,LA
230000.0,4.4766,24.0,2308.0,464.0,1101.0,407.0,33.71,-117.98,9394.56543389074,1844.0,38.0,LA
218800.0,3.6696,19.0,1967.0,487.0,1251.0,404.0,33.71,-117.99,8480.33688521409,1480.0,29.0,LA
229600.0,4.8611,26.0,1905.0,373.0,1098.0,368.0,33.71,-117.98,9394.56543389074,1532.0,43.0,LA
224800.0,6.0905,26.0,1374.0,234.0,731.0,244.0,33.68,-117.96,6752.71944639593,1140.0,37.0,LA
273800.0,4.6452,23.0,1722.0,316.0,865.0,309.0,33.68,-117.97,6914.52060584224,1406.0,38.0,LA
230700.0,4.7656,25.0,2004.0,349.0,1085.0,343.0,33.68,-117.96,6752.71944639593,1655.0,33.0,LA
219200.0,2.3674,18.0,2594.0,539.0,817.0,485.0,33.68,-117.96,6752.71944639593,2055.0,37.0,LA
152100.0,4.25,24.0,6517.0,1279.0,3441.0,1198.0,33.68,-117.96,6752.71944639593,5238.0,40.0,LA
260900.0,5.7301,26.0,3653.0,568.0,1930.0,585.0,33.68,-117.97,6914.52060584224,3085.0,44.0,LA
230400.0,4.875,26.0,1417.0,264.0,817.0,261.0,33.69,-117.95,7827.3109243778,1153.0,43.0,LA
265000.0,5.0287,26.0,2249.0,344.0,1311.0,373.0,33.68,-117.95,6715.7597543413,1905.0,41.0,LA
239200.0,5.5312,27.0,1732.0,303.0,1115.0,308.0,33.68,-117.95,6715.7597543413,1429.0,44.0,LA
252800.0,3.6364,19.0,1028.0,191.0,340.0,159.0,33.68,-117.95,6715.7597543413,837.0,34.0,LA
137300.0,3.0417,25.0,1611.0,383.0,554.0,327.0,33.67,-117.95,5604.36652894131,1228.0,36.0,LA
372400.0,8.289,25.0,1799.0,233.0,810.0,265.0,33.67,-117.95,5604.36652894131,1566.0,42.0,LA
329800.0,6.8226,26.0,1787.0,227.0,639.0,224.0,33.66,-117.95,4493.24845127914,1560.0,42.0,LA
337400.0,7.3719,22.0,2785.0,441.0,1086.0,392.0,33.66,-117.95,4493.24845127914,2344.0,37.0,LA
197900.0,3.7315,22.0,3335.0,754.0,1500.0,719.0,33.65,-117.98,4251.93371529096,2581.0,35.0,LA
211300.0,4.2159,18.0,1027.0,206.0,436.0,180.0,33.65,-117.98,4251.93371529096,821.0,34.0,LA
294900.0,6.5501,22.0,3592.0,527.0,1598.0,523.0,33.65,-117.98,4251.93371529096,3065.0,37.0,LA
139200.0,4.2566,16.0,1735.0,380.0,784.0,360.0,33.74,-117.97,10410.3316734373,1355.0,26.0,LA
262000.0,3.599,18.0,2814.0,539.0,1439.0,493.0,33.74,-117.97,10410.3316734373,2275.0,31.0,LA
222500.0,5.7121,27.0,2097.0,325.0,1217.0,331.0,33.73,-117.97,10257.3872607071,1772.0,48.0,LA
224200.0,5.0875,26.0,1694.0,260.0,885.0,279.0,33.73,-117.97,10257.3872607071,1434.0,40.0,LA
230000.0,4.1484,19.0,1783.0,415.0,1025.0,383.0,33.74,-117.96,11319.5288355307,1368.0,33.0,LA
347600.0,6.6324,22.0,3479.0,455.0,1454.0,488.0,33.73,-117.96,11179.1333970507,3024.0,43.0,LA
301800.0,7.2845,19.0,4154.0,560.0,2130.0,589.0,33.73,-117.97,10257.3872607071,3594.0,30.0,LA
273400.0,5.4286,24.0,2991.0,500.0,1437.0,453.0,33.72,-117.97,10223.7880211838,2491.0,40.0,LA
288000.0,5.9582,21.0,3107.0,483.0,1688.0,503.0,33.72,-117.95,11162.4402369126,2624.0,36.0,LA
318200.0,6.8645,23.0,3929.0,559.0,1858.0,538.0,33.72,-117.96,11148.4157519909,3370.0,36.0,LA
295600.0,6.7919,19.0,4021.0,557.0,1872.0,545.0,33.73,-117.93,12441.8507407352,3464.0,37.0,LA
319500.0,7.6709,17.0,4461.0,585.0,2095.0,580.0,33.72,-117.93,11346.5111604293,3876.0,32.0,LA
205800.0,4.4728,17.0,1692.0,293.0,934.0,280.0,33.73,-117.92,12626.9518257634,1399.0,28.0,LA
225800.0,3.9929,14.0,5147.0,1182.0,3171.0,1126.0,33.73,-117.92,12626.9518257634,3965.0,29.0,LA
274200.0,5.5501,17.0,3318.0,502.0,1520.0,498.0,33.72,-117.92,11549.2042252583,2816.0,27.0,LA
342600.0,5.5702,19.0,4328.0,849.0,2243.0,808.0,33.71,-117.96,10075.4024725214,3479.0,32.0,LA
290900.0,3.4133,16.0,6058.0,1715.0,3285.0,1495.0,33.71,-117.95,10050.6774791158,4343.0,34.0,LA
304500.0,4.5962,19.0,1624.0,221.0,782.0,228.0,33.71,-117.96,10075.4024725214,1403.0,35.0,LA
306500.0,6.1092,20.0,2781.0,407.0,1242.0,408.0,33.71,-117.95,10050.6774791158,2374.0,34.0,LA
276500.0,5.9449,18.0,3695.0,602.0,1779.0,572.0,33.71,-117.94,10110.9587713164,3093.0,31.0,LA
158800.0,4.1366,10.0,2775.0,717.0,1581.0,633.0,33.71,-117.93,10254.7473606164,2058.0,26.0,LA
284500.0,6.1181,18.0,4827.0,718.0,2471.0,716.0,33.7,-117.94,9006.69399728549,4109.0,37.0,LA
284600.0,6.9261,24.0,4269.0,618.0,1954.0,597.0,33.69,-117.95,7827.3109243778,3651.0,36.0,LA
231900.0,5.343,17.0,5781.0,924.0,2585.0,915.0,33.7,-117.95,8938.96111845687,4857.0,32.0,LA
350200.0,7.0907,22.0,3957.0,520.0,1774.0,527.0,33.69,-117.98,8240.15478400519,3437.0,42.0,LA
292000.0,6.799,21.0,4112.0,580.0,1886.0,581.0,33.69,-117.97,7998.47782207437,3532.0,33.0,LA
390500.0,7.8195,16.0,5127.0,631.0,2142.0,596.0,33.7,-117.98,9302.55927244998,4496.0,29.0,LA
279300.0,5.3428,23.0,4417.0,740.0,1865.0,693.0,33.7,-117.96,8966.75531977377,3677.0,38.0,LA
289600.0,4.725,23.0,2622.0,445.0,1103.0,407.0,33.7,-117.96,8966.75531977377,2177.0,34.0,LA
290400.0,6.091,20.0,3123.0,441.0,1319.0,432.0,33.69,-117.96,7859.04124416571,2682.0,32.0,LA
316700.0,7.7313,17.0,2500.0,343.0,1242.0,368.0,33.69,-117.96,7859.04124416571,2157.0,33.0,LA
278000.0,6.3749,24.0,3451.0,504.0,1736.0,493.0,33.7,-117.98,9302.55927244998,2947.0,37.0,LA
264600.0,5.6825,24.0,3430.0,548.0,1601.0,512.0,33.71,-117.98,9394.56543389074,2882.0,38.0,LA
252900.0,5.3737,26.0,2553.0,405.0,1337.0,411.0,33.71,-117.97,10184.5146596614,2148.0,43.0,LA
286100.0,5.8195,25.0,3273.0,478.0,1645.0,497.0,33.71,-117.97,10184.5146596614,2795.0,44.0,LA
229400.0,4.0345,25.0,2017.0,357.0,1063.0,369.0,33.7,-117.99,8727.52411314964,1660.0,41.0,LA
239200.0,4.4148,17.0,1997.0,340.0,952.0,341.0,33.7,-117.98,9302.55927244998,1657.0,31.0,LA
213000.0,3.7479,17.0,3386.0,729.0,1715.0,666.0,33.69,-117.99,8575.43231698492,2657.0,32.0,LA
247200.0,5.7117,16.0,2437.0,438.0,986.0,422.0,33.69,-117.98,8240.15478400519,1999.0,29.0,LA
265100.0,5.6765,25.0,3906.0,660.0,1809.0,622.0,33.67,-117.97,5841.09623559685,3246.0,39.0,LA
281500.0,5.8541,22.0,3914.0,600.0,1871.0,607.0,33.66,-117.97,4785.29806227907,3314.0,37.0,LA
382100.0,7.0173,16.0,5143.0,652.0,2209.0,637.0,33.67,-117.96,5648.60804954592,4491.0,28.0,LA
333300.0,7.5699,19.0,5925.0,744.0,2302.0,729.0,33.66,-117.96,4548.31707386999,5181.0,32.0,LA
350600.0,7.0151,23.0,5379.0,684.0,1826.0,555.0,33.65,-117.96,3455.4979153437,4695.0,35.0,LA
339300.0,5.3674,26.0,2379.0,336.0,988.0,346.0,33.65,-117.97,3761.99576590474,2043.0,40.0,LA
344000.0,6.1572,25.0,2482.0,360.0,960.0,352.0,33.63,-117.97,2019.47225724545,2122.0,42.0,LA
289800.0,5.7395,24.0,4462.0,689.0,1943.0,712.0,33.65,-117.96,3455.4979153437,3773.0,36.0,LA
343300.0,7.8453,21.0,2030.0,318.0,910.0,311.0,33.65,-117.96,3455.4979153437,1712.0,34.0,LA
363100.0,4.0229,18.0,3603.0,879.0,1549.0,756.0,33.65,-117.96,3455.4979153437,2724.0,32.0,LA
383900.0,6.8939,17.0,2054.0,291.0,836.0,288.0,33.61,-117.98,2797.05650309689,1763.0,28.0,LA
269800.0,6.2984,18.0,3698.0,574.0,2046.0,614.0,33.73,-117.97,10257.3872607071,3124.0,33.0,LA
219700.0,3.4679,18.0,3833.0,1056.0,2192.0,996.0,33.73,-117.98,9336.24703501137,2777.0,31.0,LA
240400.0,6.0494,24.0,2826.0,547.0,1738.0,546.0,33.72,-117.98,9299.20716521085,2279.0,41.0,LA
243100.0,5.2655,28.0,3109.0,561.0,1891.0,562.0,33.72,-117.98,9299.20716521085,2548.0,43.0,LA
264700.0,5.8252,7.0,5664.0,1174.0,2493.0,1101.0,33.67,-117.98,6167.96734576114,4490.0,20.0,LA
279400.0,6.1624,26.0,3527.0,547.0,1615.0,542.0,33.66,-117.98,5179.2808038801,2980.0,41.0,LA
330700.0,6.979,17.0,4466.0,640.0,2166.0,666.0,33.67,-117.97,5841.09623559685,3826.0,33.0,LA
180300.0,2.8061,14.0,6090.0,1338.0,1974.0,1248.0,33.66,-117.97,4785.29806227907,4752.0,26.0,LA
369100.0,7.3982,14.0,3396.0,477.0,1542.0,472.0,33.68,-117.98,7192.74321229451,2919.0,27.0,LA
281900.0,6.2473,24.0,4177.0,624.0,1704.0,606.0,33.68,-117.98,7192.74321229451,3553.0,41.0,LA
332900.0,6.8039,17.0,2603.0,373.0,1265.0,382.0,33.68,-117.98,7192.74321229451,2230.0,35.0,LA
390800.0,7.3731,16.0,4508.0,598.0,2221.0,623.0,33.68,-117.97,6914.52060584224,3910.0,28.0,LA
232100.0,5.5105,26.0,1616.0,292.0,700.0,241.0,33.68,-117.97,6914.52060584224,1324.0,38.0,LA
447700.0,5.888,13.0,2902.0,536.0,1125.0,490.0,33.67,-118.01,7752.5976432612,2366.0,20.0,LA
397600.0,5.041,16.0,3581.0,780.0,1644.0,774.0,33.67,-118.01,7752.5976432612,2801.0,35.0,LA
429200.0,4.355,19.0,4559.0,1045.0,1949.0,910.0,33.66,-118.01,6991.88544393914,3514.0,35.0,LA
442700.0,4.2289,25.0,4041.0,903.0,1689.0,784.0,33.66,-118.0,6310.20142026449,3138.0,36.0,LA
408300.0,2.8352,38.0,2548.0,646.0,755.0,399.0,33.65,-118.02,7136.25047339605,1902.0,55.0,LA
273600.0,4.7245,13.0,4000.0,883.0,1999.0,881.0,33.68,-117.99,7574.56922954447,3117.0,21.0,LA
186900.0,3.5848,18.0,2024.0,462.0,1047.0,451.0,33.68,-117.99,7574.56922954447,1562.0,27.0,LA
234600.0,4.2165,15.0,3141.0,664.0,1729.0,633.0,33.67,-117.99,6609.31317878564,2477.0,27.0,LA
216700.0,3.4899,14.0,3305.0,841.0,2272.0,769.0,33.68,-117.99,7574.56922954447,2464.0,26.0,LA
282200.0,4.625,19.0,3808.0,790.0,1776.0,756.0,33.67,-117.99,6609.31317878564,3018.0,37.0,LA
350000.0,4.0385,12.0,2228.0,479.0,1122.0,488.0,33.67,-117.99,6609.31317878564,1749.0,29.0,LA
262500.0,3.5859,17.0,1692.0,427.0,903.0,423.0,33.67,-117.99,6609.31317878564,1265.0,36.0,LA
252900.0,3.2353,16.0,2809.0,708.0,1260.0,638.0,33.66,-118.0,6310.20142026449,2101.0,34.0,LA
353100.0,4.6591,29.0,1330.0,293.0,613.0,236.0,33.66,-117.99,5697.78943709648,1037.0,43.0,LA
268800.0,3.0625,14.0,3155.0,653.0,951.0,575.0,33.66,-117.99,5697.78943709648,2502.0,35.0,LA
271400.0,4.3409,11.0,3969.0,834.0,1508.0,754.0,33.62,-118.02,6287.81826129353,3135.0,23.0,LA
477700.0,10.1154,5.0,7017.0,935.0,2427.0,867.0,33.65,-118.05,8506.84330563997,6082.0,21.0,LA
285400.0,6.4858,12.0,5241.0,985.0,2048.0,943.0,33.68,-118.0,8045.2611791896,4256.0,26.0,LA
387800.0,4.8125,34.0,3712.0,667.0,1521.0,632.0,33.67,-118.0,7143.94874922065,3045.0,43.0,LA
279700.0,4.0121,19.0,4808.0,1029.0,2422.0,971.0,33.71,-118.0,7568.70609466194,3779.0,30.0,LA
237500.0,2.7614,18.0,1994.0,578.0,3031.0,577.0,33.71,-117.99,8480.33688521409,1416.0,27.0,LA
216700.0,2.7865,17.0,1600.0,458.0,1803.0,432.0,33.71,-117.99,8480.33688521409,1142.0,35.0,LA
331900.0,5.3886,23.0,5554.0,995.0,2408.0,936.0,33.71,-118.02,5758.17174099295,4559.0,35.0,LA
285700.0,6.3047,23.0,5069.0,770.0,2473.0,769.0,33.7,-118.02,6116.01110939354,4299.0,42.0,LA
267800.0,4.4453,22.0,8844.0,1706.0,4404.0,1594.0,33.72,-118.02,5601.81697429874,7138.0,38.0,LA
302500.0,6.7418,23.0,4095.0,578.0,1766.0,589.0,33.73,-118.01,6579.00664349162,3517.0,32.0,LA
336900.0,5.1384,24.0,6393.0,1141.0,2743.0,1057.0,33.73,-118.02,5663.6584231871,5252.0,37.0,LA
261000.0,5.163,24.0,5203.0,957.0,2465.0,946.0,33.72,-118.03,4677.97941600926,4246.0,44.0,LA
237800.0,4.6649,24.0,7141.0,1330.0,3418.0,1268.0,33.72,-118.04,3754.64710354233,5811.0,34.0,LA
250900.0,3.8365,24.0,2104.0,421.0,1181.0,414.0,33.73,-117.99,8415.91168719095,1683.0,41.0,LA
342800.0,6.7395,26.0,2236.0,280.0,809.0,282.0,33.73,-118.0,7496.6776676687,1956.0,45.0,LA
220800.0,3.1912,20.0,3182.0,884.0,1770.0,817.0,33.73,-117.99,8415.91168719095,2298.0,38.0,LA
255700.0,5.5514,26.0,1787.0,275.0,801.0,270.0,33.72,-117.99,8374.68871941238,1512.0,39.0,LA
134800.0,4.2875,17.0,2801.0,649.0,1473.0,535.0,33.72,-117.99,8374.68871941238,2152.0,31.0,LA
188500.0,3.628,14.0,2127.0,537.0,1338.0,475.0,33.72,-117.99,8374.68871941238,1590.0,30.0,LA
295600.0,4.7515,18.0,6565.0,1357.0,3079.0,1248.0,33.71,-118.01,6660.73979456768,5208.0,35.0,LA
302700.0,7.248,24.0,3856.0,567.0,1741.0,588.0,33.7,-118.01,6972.50384917771,3289.0,35.0,LA
500001.0,11.5199,3.0,945.0,115.0,337.0,123.0,33.69,-118.01,7439.0205485194,830.0,16.0,LA
248800.0,4.625,13.0,4013.0,903.0,1999.0,859.0,33.7,-117.99,8727.52411314964,3110.0,30.0,LA
216400.0,5.3259,16.0,1476.0,294.0,886.0,270.0,33.69,-117.99,8575.43231698492,1182.0,28.0,LA
350000.0,1.6705,12.0,2480.0,858.0,1441.0,788.0,33.69,-117.99,8575.43231698492,1622.0,27.0,LA
287800.0,5.8623,24.0,2598.0,443.0,1184.0,435.0,33.71,-118.02,5758.17174099295,2155.0,39.0,LA
395300.0,7.7854,15.0,3244.0,421.0,1259.0,413.0,33.7,-118.03,5282.66199130632,2823.0,31.0,LA
271400.0,6.0,26.0,1483.0,251.0,738.0,235.0,33.71,-118.03,4864.00797860755,1232.0,39.0,LA
437900.0,9.5268,13.0,5126.0,711.0,2429.0,718.0,33.67,-118.07,5881.7830986346,4415.0,23.0,LA
169400.0,4.7821,14.0,4494.0,1048.0,2222.0,963.0,33.72,-118.04,3754.64710354233,3446.0,35.0,LA
188900.0,4.1862,14.0,2673.0,687.0,1192.0,656.0,33.72,-118.05,2832.31422219047,1986.0,29.0,LA
182500.0,4.0238,15.0,1836.0,490.0,942.0,477.0,33.72,-118.04,3754.64710354233,1346.0,25.0,LA
295100.0,5.883,13.0,4770.0,969.0,2261.0,972.0,33.7,-118.09,2616.5048449488,3801.0,24.0,LA
396900.0,6.0102,12.0,4014.0,868.0,1605.0,769.0,33.71,-118.04,3983.9114136393,3146.0,28.0,LA
380000.0,6.6188,32.0,6239.0,974.0,2615.0,950.0,33.75,-118.09,3216.71585257628,5265.0,50.0,LA
400000.0,4.7773,37.0,997.0,262.0,531.0,282.0,33.74,-118.1,2679.38112386751,735.0,49.0,LA
346400.0,5.4011,15.0,2569.0,812.0,785.0,477.0,33.75,-118.11,4124.60787445319,1757.0,31.0,LA
500001.0,4.8482,43.0,1222.0,303.0,565.0,309.0,33.74,-118.11,3371.5293022557,919.0,59.0,LA
422200.0,4.6369,44.0,1671.0,390.0,871.0,367.0,33.74,-118.09,2168.24896365093,1281.0,57.0,LA
390500.0,5.0926,24.0,1608.0,314.0,592.0,314.0,33.75,-118.11,4124.60787445319,1294.0,42.0,LA
